Article Link
https://www.sciencedirect.com/science/article/pii/S0304387899000590
https://www.sciencedirect.com/science/article/pii/S0304387899000607
https://www.sciencedirect.com/science/article/pii/S0304387899000619
https://www.sciencedirect.com/science/article/pii/S0304387899000620
https://www.sciencedirect.com/science/article/pii/S0304387899000632
https://www.sciencedirect.com/science/article/pii/S0304387899000644
https://www.sciencedirect.com/science/article/pii/S0304387899000656
https://www.sciencedirect.com/science/article/pii/S0304387899000681
https://www.sciencedirect.com/science/article/pii/S030438789900067X
https://www.sciencedirect.com/science/article/pii/S0304387899000668
https://www.sciencedirect.com/science/article/pii/S0304387899000693
https://www.sciencedirect.com/science/article/pii/S0304387899000322
https://www.sciencedirect.com/science/article/pii/S0304387899000589
https://www.sciencedirect.com/science/article/pii/S0304387800000596
https://www.sciencedirect.com/science/article/pii/S0304387800000602
https://www.sciencedirect.com/science/article/pii/S0304387800000614
https://www.sciencedirect.com/science/article/pii/S0304387800000626
https://www.sciencedirect.com/science/article/pii/S0304387800000638
https://www.sciencedirect.com/science/article/pii/S030438780000064X
https://www.sciencedirect.com/science/article/pii/S0304387800000651
https://www.sciencedirect.com/science/article/pii/S0304387800000663
https://www.sciencedirect.com/science/article/pii/S0304387800000675
https://www.sciencedirect.com/science/article/pii/S0304387800000687
https://www.sciencedirect.com/science/article/pii/S0304387800000699
https://www.sciencedirect.com/science/article/pii/S0304387800000705
https://www.sciencedirect.com/science/article/pii/S0304387800000845
https://www.sciencedirect.com/science/article/pii/S0304387800000730
https://www.sciencedirect.com/science/article/pii/S0304387800000742
https://www.sciencedirect.com/science/article/pii/S0304387800000754
https://www.sciencedirect.com/science/article/pii/S0304387800000766
https://www.sciencedirect.com/science/article/pii/S0304387800000778
https://www.sciencedirect.com/science/article/pii/S030438780000078X
https://www.sciencedirect.com/science/article/pii/S0304387800000791
https://www.sciencedirect.com/science/article/pii/S0304387800000808
https://www.sciencedirect.com/science/article/pii/S030438780000081X
https://www.sciencedirect.com/science/article/pii/S0304387800000821
https://www.sciencedirect.com/science/article/pii/S0304387800000833
https://www.sciencedirect.com/science/article/pii/S0304387800000717
https://www.sciencedirect.com/science/article/pii/S0304387800000729
https://www.sciencedirect.com/science/article/pii/S0304387800000869
https://www.sciencedirect.com/science/article/pii/S0304387800000870
https://www.sciencedirect.com/science/article/pii/S0304387800000882
https://www.sciencedirect.com/science/article/pii/S0304387800000894
https://www.sciencedirect.com/science/article/pii/S0304387800000900
https://www.sciencedirect.com/science/article/pii/S0304387800000912
https://www.sciencedirect.com/science/article/pii/S0304387800000924
https://www.sciencedirect.com/science/article/pii/S0304387800000936
https://www.sciencedirect.com/science/article/pii/S0304387800000948
https://www.sciencedirect.com/science/article/pii/S030438780000095X
https://www.sciencedirect.com/science/article/pii/S0304387800000961
https://www.sciencedirect.com/science/article/pii/S0304387800000857
https://www.sciencedirect.com/science/article/pii/S030438780000105X
https://www.sciencedirect.com/science/article/pii/S0304387800000973
https://www.sciencedirect.com/science/article/pii/S0304387800000985
https://www.sciencedirect.com/science/article/pii/S0304387800000997
https://www.sciencedirect.com/science/article/pii/S0304387800001000
https://www.sciencedirect.com/science/article/pii/S0304387800001012
https://www.sciencedirect.com/science/article/pii/S0304387800001024
https://www.sciencedirect.com/science/article/pii/S0304387800001036
https://www.sciencedirect.com/science/article/pii/S0304387800001048
https://www.sciencedirect.com/science/article/pii/S030438780000119X
https://www.sciencedirect.com/science/article/pii/S0304387800001188
https://www.sciencedirect.com/science/article/pii/S0304387800001176
https://www.sciencedirect.com/science/article/pii/S0304387800001164
https://www.sciencedirect.com/science/article/pii/S0304387800001152
https://www.sciencedirect.com/science/article/pii/S0304387800001140
https://www.sciencedirect.com/science/article/pii/S0304387800001139
https://www.sciencedirect.com/science/article/pii/S0304387800001127
https://www.sciencedirect.com/science/article/pii/S0304387800001115
https://www.sciencedirect.com/science/article/pii/S0304387800001103
https://www.sciencedirect.com/science/article/pii/S0304387800001097
https://www.sciencedirect.com/science/article/pii/S0304387800001085
https://www.sciencedirect.com/science/article/pii/S0304387800001073
https://www.sciencedirect.com/science/article/pii/S0304387800001061
https://www.sciencedirect.com/science/article/pii/S0304387800001218
https://www.sciencedirect.com/science/article/pii/S030438780000122X
https://www.sciencedirect.com/science/article/pii/S0304387800001231
https://www.sciencedirect.com/science/article/pii/S0304387800001243
https://www.sciencedirect.com/science/article/pii/S0304387800001255
https://www.sciencedirect.com/science/article/pii/S0304387800001267
https://www.sciencedirect.com/science/article/pii/S0304387800001279
https://www.sciencedirect.com/science/article/pii/S0304387800001280
https://www.sciencedirect.com/science/article/pii/S0304387800001292
https://www.sciencedirect.com/science/article/pii/S0304387800001309
https://www.sciencedirect.com/science/article/pii/S0304387800001310
https://www.sciencedirect.com/science/article/pii/S0304387800001322
https://www.sciencedirect.com/science/article/pii/S0304387800001334
https://www.sciencedirect.com/science/article/pii/S030438780000136X
https://www.sciencedirect.com/science/article/pii/S0304387800001401
https://www.sciencedirect.com/science/article/pii/S0304387800001413
https://www.sciencedirect.com/science/article/pii/S0304387800001425
https://www.sciencedirect.com/science/article/pii/S0304387800001437
https://www.sciencedirect.com/science/article/pii/S0304387800001449
https://www.sciencedirect.com/science/article/pii/S0304387800001450
https://www.sciencedirect.com/science/article/pii/S0304387800001462
https://www.sciencedirect.com/science/article/pii/S0304387800001474
https://www.sciencedirect.com/science/article/pii/S0304387800001486
https://www.sciencedirect.com/science/article/pii/S0304387800001498
https://www.sciencedirect.com/science/article/pii/S0304387800001504
https://www.sciencedirect.com/science/article/pii/S0304387800001516
https://www.sciencedirect.com/science/article/pii/S0304387800001346
https://www.sciencedirect.com/science/article/pii/S0304387800001358
https://www.sciencedirect.com/science/article/pii/S0304387801001225
https://www.sciencedirect.com/science/article/pii/S0304387801001250
https://www.sciencedirect.com/science/article/pii/S0304387801001262
https://www.sciencedirect.com/science/article/pii/S0304387801001274
https://www.sciencedirect.com/science/article/pii/S0304387801001286
